"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"8:16:19.8325962 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 0, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8329693 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 4,440,064, Length: 12,288, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8333438 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 147,456, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8481838 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 1,196,032, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8538938 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 4,390,912, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8630379 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 1,048,576, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8644649 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 1,687,552, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8646866 PM","hehda.exe","2520","TCP Reconnect","localhost:1228 -> localhost:http","SUCCESS","Length: 0"
"8:16:19.8648632 PM","hehda.exe","2520","TCP Reconnect","localhost:1230 -> localhost:http","SUCCESS","Length: 0"
"8:16:19.8648773 PM","hehda.exe","2520","TCP Reconnect","localhost:1232 -> localhost:http","SUCCESS","Length: 0"
"8:16:19.8658529 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 983,040, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8672048 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 1,622,016, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8684740 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 1,245,184, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8690060 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 3,375,104, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8705935 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 1,146,880, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8710001 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 4,194,304, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8727811 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 4,243,456, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8742665 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 950,272, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8746594 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 4,210,688, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8750026 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 4,227,072, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8754163 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 2,899,968, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8804806 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 3,833,856, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8819547 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 1,261,568, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8835706 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 1,671,168, Length: 16,384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8841340 PM","services.exe","680","FlushBuffersFile","C:\WINDOWS\system32\config\system","SUCCESS",""
"8:16:19.8845950 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\system","SUCCESS","Offset: 0, Length: 4,096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:19.8850394 PM","services.exe","680","FlushBuffersFile","C:\WINDOWS\system32\config\system","SUCCESS",""
"8:16:19.8864785 PM","svchost.exe","1032","RegCreateKey","HKLM\SYSTEM\CurrentControlSet\Services\SharedAccess\Epoch","NAME NOT FOUND","Desired Access: Notify"
"8:16:19.8864994 PM","svchost.exe","1032","RegCreateKey","HKLM\SYSTEM","SUCCESS","Desired Access: Maximum Allowed"
"8:16:19.8865098 PM","svchost.exe","1032","RegCreateKey","HKLM\SYSTEM\CurrentControlSet","SUCCESS","Desired Access: Maximum Allowed"
"8:16:19.8865262 PM","svchost.exe","1032","RegCreateKey","HKLM\SYSTEM\CurrentControlSet\Services\SharedAccess\Epoch","NAME NOT FOUND","Desired Access: Notify"
"8:16:19.8865363 PM","svchost.exe","1032","RegCreateKey","HKLM\SYSTEM","SUCCESS","Desired Access: Maximum Allowed"
"8:16:19.8865446 PM","svchost.exe","1032","RegCreateKey","HKLM\SYSTEM\CurrentControlSet","SUCCESS","Desired Access: Maximum Allowed"
"8:16:19.8866251 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\wscsvc\DeleteFlag","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:19.8873140 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\wscsvc\Start","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4"
"8:16:19.8876105 PM","svchost.exe","1032","RegCreateKey","HKLM\System\CurrentControlSet\Services","SUCCESS","Desired Access: Maximum Allowed"
"8:16:19.8876286 PM","svchost.exe","1032","RegCreateKey","HKLM\System\CurrentControlSet\Services","SUCCESS","Desired Access: Maximum Allowed"
"8:16:19.8907471 PM","svchost.exe","1032","RegCreateKey","HKLM\System\CurrentControlSet\Services\SharedAccess","SUCCESS","Desired Access: Maximum Allowed"
"8:16:19.9045869 PM","wscntfy.exe","2508","Process Exit","","SUCCESS","Exit Status: 0, User Time: 0.0156250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 450,560, Peak Private Bytes: 454,656, Working Set: 1,572,864, Peak Working Set: 1,589,248"
"8:16:19.9374253 PM","svchost.exe","1032","RegCreateKey","HKLM\System\CurrentControlSet\Services\SharedAccess\Epoch","SUCCESS","Desired Access: Notify"
"8:16:19.9395193 PM","svchost.exe","1032","RegCreateKey","HKLM\System\CurrentControlSet\Services\SharedAccess","SUCCESS","Desired Access: Maximum Allowed"
"8:16:19.9516374 PM","svchost.exe","1032","RegCreateKey","HKLM\System\CurrentControlSet\Services\SharedAccess\Epoch","SUCCESS","Desired Access: Notify"
"8:16:19.9517489 PM","svchost.exe","1032","RegCreateKey","HKLM\SYSTEM\CurrentControlSet\Services\SharedAccess\Epoch","SUCCESS","Desired Access: Notify"
"8:16:19.9630835 PM","hehda.exe","2520","CreateFile","C:\RECYCLER","NAME COLLISION","Desired Access: Generic Write, Disposition: Create, Options: Directory, Attributes: HS, ShareMode: Read, Write, Delete, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM"
"8:16:19.9756775 PM","hehda.exe","2520","CreateFile","C:\RECYCLER\S-1-5-18","SUCCESS","Desired Access: Generic Write, Disposition: Create, Options: Directory, Attributes: HS, ShareMode: Read, Write, Delete, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Created"
"8:16:19.9854068 PM","hehda.exe","2520","CreateFile","C:\RECYCLER\S-1-5-18\$fab110457830839344b58457ddd1f357","SUCCESS","Desired Access: Generic Write, Disposition: OpenIf, Options: Directory, Synchronous IO Non-Alert, Attributes: HS, ShareMode: Read, Write, Delete, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Created"
"8:16:19.9951155 PM","hehda.exe","2520","CreateFile","C:\RECYCLER\S-1-5-18\$fab110457830839344b58457ddd1f357\L","SUCCESS","Desired Access: Generic Write, Disposition: OpenIf, Options: Directory, Attributes: HS, ShareMode: None, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Created"
"8:16:20.0122912 PM","hehda.exe","2520","CreateFile","C:\RECYCLER\S-1-5-18\$fab110457830839344b58457ddd1f357\U","SUCCESS","Desired Access: Generic Write, Disposition: OpenIf, Options: Directory, Attributes: HS, ShareMode: None, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Created"
"8:16:20.0208822 PM","hehda.exe","2520","CreateFile","C:\RECYCLER\S-1-5-18\$fab110457830839344b58457ddd1f357\@","SUCCESS","Desired Access: Generic Write, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Attributes: HS, ShareMode: None, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Created"
"8:16:20.0214218 PM","svchost.exe","1032","RegCreateKey","HKCU\Software\Microsoft\Windows NT\CurrentVersion\Winlogon","SUCCESS","Desired Access: Read/Write"
"8:16:20.0243592 PM","hehda.exe","2520","WriteFile","C:\RECYCLER\S-1-5-18\$fab110457830839344b58457ddd1f357\@","SUCCESS","Offset: 0, Length: 2,048"
"8:16:20.0622562 PM","svchost.exe","1032","RegCreateKey","HKLM\System\CurrentControlSet\Control\Network\{4D36E972-E325-11CE-BFC1-08002BE10318}\{D83D4666-172B-44E4-A469-B21B904CD7B9}\Connection","SUCCESS","Desired Access: Read/Write"
"8:16:20.0623988 PM","svchost.exe","1032","RegSetValue","HKLM\System\CurrentControlSet\Control\Network\{4D36E972-E325-11CE-BFC1-08002BE10318}\{D83D4666-172B-44E4-A469-B21B904CD7B9}\Connection\PnpInstanceID","SUCCESS","Type: REG_SZ, Length: 124, Data: PCI\VEN_1022&DEV_2000&SUBSYS_20001022&REV_10\4&47B7341&0&0088"
"8:16:20.1002594 PM","hehda.exe","2520","CreateFile","C:\RECYCLER\S-1-5-18\$fab110457830839344b58457ddd1f357\n","SUCCESS","Desired Access: Generic Write, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Attributes: HS, ShareMode: None, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Created"
"8:16:20.1032555 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,792,448, Length: 8,192"
"8:16:20.1035985 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,800,640, Length: 8,192"
"8:16:20.1037723 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,817,024, Length: 8,192"
"8:16:20.1044936 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,808,832, Length: 8,192"
"8:16:20.1053398 PM","hehda.exe","2520","WriteFile","C:\RECYCLER\S-1-5-18\$fab110457830839344b58457ddd1f357\n","SUCCESS","Offset: 0, Length: 28,672"
"8:16:20.1116477 PM","hehda.exe","2520","RegSetValue","HKCR\CLSID\{5839FCA9-774D-42A1-ACDA-D6A79037F57F}\InprocServer32\(Default)","SUCCESS","Type: REG_SZ, Length: 116, Data: C:\RECYCLER\S-1-5-18\$fab110457830839344b58457ddd1f357\n."
"8:16:20.1278179 PM","hehda.exe","2520","UDP Send","VM-XP-Test.home:1248 -> 83.133.123.20:domain","SUCCESS","Length: 20"
"8:16:20.1318198 PM","hehda.exe","2520","UDP Send","VM-XP-Test.home:1250 -> 83.133.123.20:domain","SUCCESS","Length: 20"
"8:16:20.1400316 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,792,448, Length: 8,192"
"8:16:20.1402905 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,800,640, Length: 8,192"
"8:16:20.1420313 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,825,216, Length: 8,192"
"8:16:20.1422264 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,817,024, Length: 8,192"
"8:16:20.1547310 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,825,216, Length: 8,192"
"8:16:20.1548374 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,833,408, Length: 8,192"
"8:16:20.1550794 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,841,600, Length: 8,192"
"8:16:20.1552432 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Repository\FS\OBJECTS.DATA","SUCCESS","Offset: 18,817,024, Length: 8,192"
"8:16:20.2061559 PM","winlogon.exe","636","RegFlushKey","HKU\S-1-5-19","SUCCESS",""
"8:16:20.2063441 PM","winlogon.exe","636","RegCreateKey","HKLM\Software\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-19","SUCCESS","Desired Access: Read/Write"
"8:16:20.2063664 PM","winlogon.exe","636","RegSetValue","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-19\RefCount","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"8:16:20.2095201 PM","services.exe","680","CreateFile","C:\WINDOWS\assembly","SUCCESS","Desired Access: Generic Write, Disposition: OpenIf, Options: Directory, Synchronous IO Non-Alert, Attributes: HS, ShareMode: Read, Write, Delete, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Opened"
"8:16:20.2097172 PM","services.exe","680","CreateFile","C:\WINDOWS\assembly\GAC_MSIL","SUCCESS","Desired Access: Generic Write, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Attributes: HS, ShareMode: Read, Write, Delete, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Created"
"8:16:20.2110589 PM","services.exe","680","CreateFile","C:\WINDOWS\assembly\GAC","SUCCESS","Desired Access: Generic Write, Disposition: Create, Options: Directory, Synchronous IO Non-Alert, Attributes: HS, ShareMode: Read, Write, Delete, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Created"
"8:16:20.2257899 PM","services.exe","680","CreateFile","C:\WINDOWS\assembly\GAC\Desktop.ini","NAME NOT FOUND","Desired Access: Delete, Disposition: Open, Options: Delete On Close, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM"
"8:16:20.2258982 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000017\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2265459 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000016\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2265952 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000015\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2267887 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000014\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2272745 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000013\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2274562 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000012\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2278223 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000011\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2278545 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000010\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2278966 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000009\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2279258 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000008\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2279938 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000005\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2280228 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000004\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2280514 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000003\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2281718 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000002\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2285567 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\Protocol_Catalog9\Catalog_Entries\000000000001\PackedCatalogItem","SUCCESS","Type: REG_BINARY, Length: 888, Data: 6D 73 77 73 6F 63 6B 2E 64 6C 6C 00 00 00 00 00"
"8:16:20.2286128 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000003\LibraryPath","SUCCESS","Type: REG_SZ, Length: 24, Data: mswsock.dll"
"8:16:20.2286835 PM","services.exe","680","RegSetValue","HKLM\System\CurrentControlSet\Services\WinSock2\Parameters\NameSpace_Catalog5\Catalog_Entries\000000000001\LibraryPath","SUCCESS","Type: REG_SZ, Length: 24, Data: mswsock.dll"
"8:16:20.2288822 PM","services.exe","680","CreateFile","C:\WINDOWS\assembly\GAC\Desktop.ini","SUCCESS","Desired Access: Append Data/Add Subdirectory/Create Pipe Instance, Execute/Traverse, Synchronize, Disposition: OverwriteIf, Options: Synchronous IO Non-Alert, Attributes: HS, ShareMode: Read, Write, Delete, AllocationSize: 0, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Created"
"8:16:20.2369783 PM","svchost.exe","1032","CreateFile","C:\WINDOWS\system32\wbem\Logs\wbemess.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: NNCI, ShareMode: Read, Delete, AllocationSize: 0, OpenResult: Opened"
"8:16:20.2619627 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Logs\wbemess.log","SUCCESS","Offset: 38,047, Length: 98"
"8:16:20.2957351 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 159,028, Length: 252"
"8:16:20.2959123 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 159,280, Length: 40"
"8:16:20.2962744 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 159,280, Length: 272"
"8:16:20.2963832 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 159,552, Length: 40"
"8:16:20.2967459 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 159,552, Length: 204"
"8:16:20.2968734 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 159,756, Length: 40"
"8:16:20.2971925 PM","svchost.exe","1032","CreateFile","C:\WINDOWS\system32\wbem\Logs\wbemess.log","SUCCESS","Desired Access: Generic Write, Read Attributes, Disposition: OpenIf, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: NNCI, ShareMode: Read, Delete, AllocationSize: 0, OpenResult: Opened"
"8:16:20.2976361 PM","svchost.exe","1032","WriteFile","C:\WINDOWS\system32\wbem\Logs\wbemess.log","SUCCESS","Offset: 38,145, Length: 98"
"8:16:20.2979819 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 159,756, Length: 216"
"8:16:20.2982358 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\SysEvent.Evt","SUCCESS","Offset: 159,972, Length: 40"
"8:16:20.3025988 PM","hehda.exe","2520","TCP Reconnect","localhost:1228 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.3026254 PM","hehda.exe","2520","TCP Reconnect","localhost:1230 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.3026274 PM","hehda.exe","2520","TCP Reconnect","localhost:1232 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.3026286 PM","hehda.exe","2520","TCP Reconnect","localhost:1244 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.3031681 PM","hehda.exe","2520","TCP Disconnect","localhost:1228 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.3036154 PM","hehda.exe","2520","TCP Disconnect","localhost:1230 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.3036207 PM","hehda.exe","2520","TCP Disconnect","localhost:1232 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.3131641 PM","services.exe","680","WriteFile","C:\WINDOWS\assembly\GAC\Desktop.ini","SUCCESS","Offset: -1, Length: 5,120"
"8:16:20.3135843 PM","services.exe","680","WriteFile","C:\WINDOWS\assembly\GAC\Desktop.ini","SUCCESS","Offset: 0, Length: 8,192, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:20.3160066 PM","svchost.exe","1032","Process Create","C:\WINDOWS\system32\wscntfy.exe","SUCCESS","PID: 4052, Command line: C:\WINDOWS\system32\wscntfy.exe"
"8:16:20.3161704 PM","wscntfy.exe","4052","Process Start","","SUCCESS","Parent PID: 1032"
"8:16:20.3800619 PM","services.exe","680","WriteFile","C:\WINDOWS\assembly\GAC\Desktop.ini","SUCCESS","Offset: 0, Length: 8,192, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O"
"8:16:20.3955767 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1227 -> Verizon_router.home:domain","SUCCESS","Length: 44"
"8:16:20.3999157 PM","services.exe","680","CreateFile","C:\RECYCLER\S-1-5-18\$fab110457830839344b58457ddd1f357\@","SUCCESS","Desired Access: Generic Read/Write, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Opened"
"8:16:20.4004427 PM","services.exe","680","CreateFile","C:\RECYCLER\S-1-5-18\$fab110457830839344b58457ddd1f357\U","SUCCESS","Desired Access: Generic Read/Write, Disposition: Open, Options: Directory, Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, Impersonating: NT AUTHORITY\SYSTEM, OpenResult: Opened"
"8:16:20.4110915 PM","hehda.exe","2520","TCP Reconnect","localhost:1234 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.4111054 PM","hehda.exe","2520","TCP Reconnect","localhost:1236 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.4111072 PM","hehda.exe","2520","TCP Reconnect","localhost:1238 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.4112199 PM","hehda.exe","2520","TCP Disconnect","localhost:1234 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.4112326 PM","hehda.exe","2520","TCP Disconnect","localhost:1236 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.4112379 PM","hehda.exe","2520","TCP Disconnect","localhost:1238 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.4269727 PM","services.exe","680","UDP Send","VM-XP-Test.home:1251 -> 206.254.253.254:16471","SUCCESS","Length: 16"
"8:16:20.4354082 PM","svchost.exe","1092","UDP Send","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:20.4726943 PM","svchost.exe","1092","UDP Receive","VM-XP-Test.home:1039 -> Verizon_router.home:domain","SUCCESS","Length: 46"
"8:16:20.5204286 PM","hehda.exe","2520","TCP Reconnect","localhost:1247 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.5204454 PM","hehda.exe","2520","TCP Reconnect","localhost:1249 -> localhost:http","SUCCESS","Length: 0"
"8:16:20.5260213 PM","services.exe","680","WriteFile","C:\WINDOWS\system32\config\AppEvent.Evt","SUCCESS","Offset: 108,620, Length: 116"
